aptSeq,name,sigungu,dong,identityQuality,coordQuality,eligibility,confidence_coverage,transport,living,education,complex,total_WA,total_WB,total_WC,total_WD
26140-111,"전원비치맨션",서구,암남동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.1,19.7,16.2,33.0,23.7,24.2,25.2,23.5
26140-112,"송도정림비치타운",서구,암남동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.3,51.3,71.5,39.1,46.0,43.6,43.8,45.3
26140-1188,"에코펠리스",서구,충무동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.8,70.6,45.7,60.6,60.9,62.0,61.1,61.3
26140-1215,"미소드림",서구,서대신동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.2,70.6,71.9,52.5,68.0,68.3,66.2,68.8
26140-192,"유니온캐슬2차",서구,서대신동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,81.1,71.1,65.7,39.4,64.3,65.1,61.4,65.6
26350-62,"센텀재송빌",해운대구,재송동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.7,65.8,66.4,27.5,53.6,53.0,49.8,54.4
26710-23,"대진로얄",기장군,기장읍 동부리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.9,59.0,69.3,36.1,55.8,55.3,53.0,56.4
26710-26,"동산백조",기장군,기장읍 동부리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.2,49.8,37.4,25.2,41.1,41.9,39.3,42.1
26710-28,"부전베스트",기장군,기장읍 동부리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.2,52.0,73.6,26.8,49.2,47.7,45.6,49.5
26710-382,"해맞이빌",기장군,일광읍 삼성리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.1,47.1,11.3,42.6,42.5,45.4,43.9,43.7
26710-4,"욱일",기장군,기장읍 교리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.4,54.0,61.1,35.3,48.0,47.0,45.7,48.1
26710-5,"전원그린맨션B동",기장군,기장읍 교리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,39.6,49.9,64.0,37.7,47.8,46.5,45.8,47.7
26710-548,"씨앤스타빌",기장군,기장읍 청강리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.7,43.0,25.1,64.1,42.2,42.8,45.2,41.6
26710-55,"대정베스트빌",기장군,기장읍 동부리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.0,54.2,83.8,36.6,53.7,51.5,50.4,53.5
26710-592,"삼협아띠랑스",기장군,기장읍 대라리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,73.9,64.6,35.1,56.6,57.6,59.5,58.2,58.4
26710-597,"에코하임기장",기장군,기장읍 대라리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.9,65.9,28.5,56.6,55.5,57.6,56.4,56.3
26710-626,"에이원더시티",기장군,기장읍 대라리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.6,65.6,29.4,59.4,56.5,58.6,57.7,57.2
26710-627,"동부산어반리움",기장군,기장읍 대라리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.0,68.1,34.5,59.1,55.7,57.0,56.5,56.1
26710-643,"센트리움기장",기장군,기장읍 대라리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.2,65.6,38.2,60.4,57.3,58.7,58.2,57.7
26710-8,"원재아트빌",기장군,기장읍 교리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.1,47.3,61.5,34.7,44.9,43.6,42.9,44.8
26710-91,"대변그린비치빌",기장군,기장읍 대변리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,17.0,4.0,82.2,40.2,35.9,32.6,35.6,34.4
26710-93,"세진오션리조트빌",기장군,일광읍 삼성리,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.9,29.3,10.9,36.3,28.4,29.7,30.0,28.6
26350-6,"대우마리나2",해운대구,우동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,32.1,,,,
26350-2121,"두산위브포세이돈",해운대구,우동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,59.7,,,,
26350-237,"프린스빌라",해운대구,우동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,25.5,,,,
26350-2375,"마린시티자이",해운대구,우동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,73.8,,,,
26140-106,"송도탑스빌",서구,암남동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.5,51.7,57.0,46.1,45.6,44.1,44.7,44.9
26140-110,"일원타워맨션",서구,암남동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,18.6,29.8,28.9,30.5,27.0,26.5,27.1,26.6
26140-1145,"오션스카이블루",서구,서대신동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.6,72.8,66.8,49.7,64.7,64.9,62.7,65.4
26140-1204,"민송베른시티",서구,남부민동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,49.8,59.6,67.9,55.5,58.2,57.3,57.4,57.9
26140-1220,"서원블루오션D동",서구,부민동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.6,70.7,69.5,59.1,65.0,64.5,63.9,65.0
26140-1256,"한영리더스",서구,토성동5가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.3,73.8,59.3,52.8,61.5,61.6,60.2,61.9
26140-1258,"대신에코팰리스",서구,서대신동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.3,70.7,79.9,62.1,70.8,70.3,69.4,70.9
26140-1266,"미소지음6차",서구,동대신동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.8,68.1,77.6,54.7,65.3,64.5,63.5,65.4
26140-1275,"효정풍경채",서구,서대신동3가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.1,71.5,75.4,55.2,66.8,66.3,65.0,67.1
26140-154,"석포로얄캐슬3차",서구,서대신동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,75.6,73.1,68.7,35.6,63.2,63.6,59.7,64.5
26140-172,"금호아트빌",서구,토성동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.2,78.4,83.0,35.5,66.0,65.2,61.5,66.9
26140-56,"청산",서구,부용동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.9,70.7,77.5,17.6,56.7,55.9,51.0,57.9
26140-64,"중보빌라",서구,토성동3가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.9,63.5,77.4,36.8,55.7,54.0,52.3,55.8
26140-69,"아미전원빌라",서구,아미동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.0,32.8,23.0,38.5,35.1,36.2,36.1,35.4
26140-81,"신흥동백빌라",서구,남부민동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.3,57.3,58.5,23.2,45.8,45.1,42.3,46.4
26140-92,"금강송도타운",서구,암남동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.7,38.0,52.7,28.7,35.5,34.0,33.9,35.2
26350-2242,"해운대양우내안애팰리스",해운대구,중동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.7,56.6,62.9,60.5,55.2,54.1,55.2,54.5
26350-2327,"조희라메르",해운대구,송정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,49.3,26.0,24.1,52.0,37.9,39.1,40.6,37.8
26350-2381,"해운대경보이리스오션",해운대구,중동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.6,80.4,70.6,72.5,72.0,71.7,71.7,71.9
26350-60,"삼화파크맨션",해운대구,재송동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.6,49.8,48.0,25.5,49.5,50.8,47.1,50.9
26350-23,"해운파크맨션",해운대구,우동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,26.4,,,,
26320-1784,"창신(B동)",북구,구포동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,26.0,,,,
26290-23,"글로리리치빌",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.6,74.0,62.3,35.2,59.3,59.4,56.0,60.3
26290-76,"무학프라자",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.4,55.6,47.6,37.3,56.2,58.1,54.8,57.7
26320-11,"백조그린타운",북구,구포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.9,31.6,62.8,38.5,40.0,38.2,39.1,39.3
26320-114,"럭키2",북구,만덕동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.5,52.1,63.2,55.4,55.6,55.0,55.3,55.3
26320-120,"벽산라인타운",북구,만덕동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.0,44.6,77.5,63.9,63.3,62.8,63.6,63.0
26320-122,"북부",북구,만덕동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.6,62.9,70.0,23.2,60.2,60.9,55.9,62.0
26320-1481,"화명동롯데캐슬멤버스",북구,화명동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.1,55.9,56.1,61.7,54.9,54.4,55.5,54.5
26320-159,"미금기찰빌라",북구,덕천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.7,73.0,84.5,36.2,59.6,57.6,55.4,59.7
26320-1661,"묘성폴라리스",북구,구포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.3,66.4,57.6,49.9,59.3,59.6,58.1,59.8
26320-1701,"지평웰리브",북구,구포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,50.3,70.4,59.0,56.3,59.0,58.6,58.2,58.9
26320-19,"신진2차",북구,구포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,0.75,,31.9,63.1,32.1,42.4,40.9,40.3,42.3
26320-41,"대성하이츠빌",북구,금곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.4,34.9,76.8,35.3,50.6,49.5,48.5,50.8
26320-56,"화명대우",북구,화명동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.3,41.4,69.3,55.3,55.1,54.3,55.1,54.8
26320-66,"덕천대성",북구,덕천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.2,65.4,57.6,23.5,55.9,56.9,52.1,57.6
26320-72,"기비골마을",북구,덕천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.1,39.5,47.9,58.2,55.9,57.4,57.4,56.4
26320-80,"부원",북구,덕천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.6,44.6,61.1,19.5,52.2,53.3,48.9,54.0
26320-9,"명굉강변맨션",북구,구포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.4,37.7,53.3,25.1,43.6,43.9,41.6,44.5
26350-102,"협진태양",해운대구,중동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.7,55.0,34.4,43.4,44.9,45.5,44.7,45.2
26350-2190,"쏠데까사",해운대구,송정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.3,27.0,27.4,51.4,40.0,41.4,42.4,40.1
26350-224,"대원",해운대구,재송동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,18.6,34.6,41.3,33.4,32.0,30.9,31.5,31.5
26350-257,"삼안스튜디오1차",해운대구,중동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.3,46.5,53.1,33.1,39.3,37.8,37.6,38.9
26350-41,"센텀안성타워",해운대구,재송동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,34.0,60.0,78.3,33.4,51.5,49.2,47.9,51.3
26350-58,"혜성골든타운",해운대구,재송동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.8,48.1,56.9,26.8,38.7,37.0,36.1,38.5
26350-68,"달맞이우성빌라트",해운대구,중동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.3,46.3,55.3,30.1,39.5,38.0,37.4,39.3
26290-149,"광이드림타워",남구,대연동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,35.0,,,,
26290-2339,"드림",남구,대연동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.0,,,,
26290-1,"금강",남구,대연동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,19.8,,,,
26290-1920,"은하",남구,대연동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,38.2,,,,
26290-102,"대연동동일스위트",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,76.5,80.2,41.0,60.8,64.6,66.4,64.7,65.5
26290-103,"희성수빌리지",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,76.2,76.6,74.0,35.0,65.5,65.6,61.4,66.7
26290-104,"송원쉐르빌",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.7,73.8,73.4,35.1,63.8,63.7,59.9,64.9
26290-129,"정원힐타워",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.3,77.6,38.8,35.5,52.8,53.8,50.5,53.9
26290-131,"명진프라임빌",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.7,76.9,35.3,36.0,51.2,52.3,49.2,52.2
26290-144,"글로리에버빌",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.4,78.3,45.9,37.2,59.9,61.6,57.5,61.5
26290-214,"한백아트빌",남구,대연동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,36.6,,,,
26290-182,"대동그린빌",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.9,65.5,56.2,36.1,54.4,54.6,52.0,55.3
26290-1951,"영남빌로체",남구,우암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,37.8,46.3,47.7,46.1,44.5,44.0,44.4,44.2
26290-2014,"수피아주상복합",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.6,70.1,53.4,53.3,50.6,49.2,49.8,49.9
26290-205,"예광스카이빌라",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.5,79.3,62.7,33.7,65.6,66.7,61.8,67.3
26290-22,"대연동원",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.7,80.3,64.3,55.2,64.4,64.0,62.7,64.6
26290-221,"삼정",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,0.75,,69.3,54.6,34.2,52.7,52.6,49.0,53.7
26290-231,"영신맨션",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,18.0,59.8,50.9,22.9,37.9,36.3,34.7,37.8
26290-233,"동산그린맨션",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.2,68.2,64.5,22.1,45.0,43.0,40.6,45.1
26290-2520,"홍익빌레트Ⅲ",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,85.1,76.5,36.5,51.7,62.4,64.9,62.0,63.8
26290-2523,"더베이하우스",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.4,65.6,57.8,50.4,50.5,49.1,49.4,50.0
26290-2670,"미가",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.4,69.3,63.9,55.5,54.0,52.2,52.9,53.2
26290-2701,"정성재아파트",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,38.2,54.4,80.4,60.1,58.3,56.2,57.5,57.4
26290-310,"골든밸류빌",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.3,59.9,62.8,51.4,61.4,61.8,60.4,61.9
26290-321,"중경맨션",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,16.0,61.0,75.9,19.9,43.2,40.2,38.3,42.9
26290-40,"한진훼미리타운",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,10.0,57.9,30.1,55.0,38.2,37.2,39.3,37.2
26470-1,"거성",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,73.1,53.4,44.2,26.5,49.3,50.7,47.0,50.8
26470-83,"세영",연제구,연산동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,20.0,,,,
26290-91,"영광드림타워",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.3,83.7,34.4,36.4,56.5,58.3,54.2,58.0
26470-100,"창신",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,42.3,48.7,73.7,23.8,47.1,45.6,43.4,47.4
26470-1198,"신우피렌체",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,48.8,80.2,77.3,50.3,64.1,62.7,61.3,64.1
26470-1251,"포세이돈",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.9,78.3,55.8,46.4,59.9,60.0,57.8,60.5
26470-129,"서진하이트빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,37.5,81.2,74.1,36.4,57.3,55.5,53.2,57.4
26470-1422,"월드파크3",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.9,68.3,43.3,58.7,62.1,63.8,62.4,62.9
26470-1424,"에이스리버팰리스",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,39.4,54.3,69.8,57.3,55.2,53.7,54.7,54.5
26470-145,"목련빌라",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.8,81.1,81.0,36.0,61.2,59.5,56.7,61.5
26470-1519,"명품블루파크",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,20.3,63.7,80.2,59.4,55.9,52.9,54.7,54.6
26470-153,"윤강하이츠빌라",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,37.4,63.3,75.7,35.1,52.9,51.0,49.5,52.8
26470-1565,"지성캐슬",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.9,84.5,82.8,55.2,67.4,65.6,64.5,67.1
26470-1915,"시청역동원시티비스타",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.7,79.2,62.3,69.4,67.1,66.9,67.0,67.0
26470-198,"늘푸른파크",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,17.1,50.4,64.6,35.3,41.9,39.5,39.7,41.2
26470-207,"보성하이츠빌라2차",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.7,77.5,60.3,32.9,57.6,57.6,54.0,58.6
26470-215,"신풍골든",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.9,83.1,78.6,37.2,62.7,61.4,58.4,63.2
26470-85,"연산쌍용",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.8,80.9,48.6,47.2,61.4,62.4,59.6,62.4
26470-99,"진흥목화",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,48.8,76.7,62.5,27.2,53.8,53.1,49.6,54.6
26500-112,"망미",수영구,망미동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.1,55.7,35.3,19.7,46.2,48.1,43.6,48.0
26500-1392,"성원상떼빌",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,87.5,75.3,64.5,52.5,69.9,71.1,68.2,71.1
26500-17,"글로벌",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.7,67.1,44.8,39.7,56.1,57.5,54.5,57.3
26500-2132,"라움팰리스타워",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.5,76.6,75.8,60.6,74.1,74.5,72.6,74.8
26500-242,"대우포르투나",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.9,77.5,31.4,46.7,54.1,55.6,53.3,55.0
26500-266,"송현다미랑",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.2,49.3,68.8,44.1,46.1,43.8,44.6,45.3
26500-32,"소라맨션",수영구,남천동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,20.3,,,,
26500-101,"크라운",수영구,망미동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.5,39.4,56.1,19.7,40.4,39.9,37.6,41.1
26500-1382,"동트레",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.7,77.4,48.1,44.9,58.5,59.3,56.7,59.4
26500-150,"솔내음파비르",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.4,77.6,43.6,37.2,53.7,54.3,51.4,54.6
26500-155,"금잔디",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,75.7,76.5,68.4,22.7,60.8,61.2,55.8,62.5
26500-156,"보람빌리지",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.6,77.6,50.5,35.1,56.4,57.1,53.6,57.5
26500-158,"아침해오름",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,76.9,76.1,59.7,38.2,62.7,63.6,59.7,64.0
26500-173,"승우맨션(나동)",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.7,67.6,41.7,23.8,52.0,53.6,48.9,53.7
26500-1737,"남천알파타워",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.8,72.3,68.0,50.5,64.9,64.9,63.0,65.5
26500-1838,"파크블루V",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,80.8,76.3,47.4,52.3,64.2,65.9,63.3,65.3
26500-1941,"광일센텀스카이뷰",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.4,78.9,74.4,56.3,74.0,74.6,72.0,74.9
26500-197,"남강스위트홈",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.8,74.6,49.5,37.4,57.3,58.3,54.9,58.5
26500-1984,"삼인스카이뷰",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.3,61.6,58.6,51.2,62.4,63.4,61.5,63.3
26500-206,"주안골드빌리지",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.4,71.0,48.6,36.9,57.7,59.0,55.4,59.0
26500-2172,"센텀디아이리더스",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,89.3,78.1,70.9,55.7,73.5,74.4,71.6,74.6
26500-2288,"리부스남천",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.4,74.5,81.9,56.8,74.2,74.2,72.0,74.9
26500-2349,"남천세원수아파트",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.6,79.4,37.2,67.0,62.1,63.4,62.9,62.4
26500-2368,"광안에코하임센트럴뷰",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.1,71.6,51.4,59.4,64.9,66.1,64.6,65.6
26500-243,"광안명진웰리치",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.8,69.9,31.9,41.5,51.8,53.4,50.9,52.8
26500-2478,"광안포디움프레스티지",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.6,65.2,40.8,73.7,60.3,61.3,62.4,60.2
26500-64,"금토그랑프리빌",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,38.7,68.5,50.7,35.0,48.2,47.6,45.8,48.5
26500-70,"동산오차드힐",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.0,55.6,57.5,41.6,51.4,51.1,49.9,51.7
26500-76,"망미스위트빌",수영구,망미동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.4,46.0,75.5,35.0,48.2,46.3,45.6,48.0
26500-88,"예광스카이파크",수영구,망미동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,43.6,48.4,70.4,36.0,49.6,48.2,47.2,49.6
26500-9,"산호비치",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.1,69.9,40.7,27.9,47.4,47.9,44.6,48.4
26410-2432,"금정산태진팰리스2차",금정구,장전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.4,82.6,43.3,61.5,63.4,64.6,63.3,64.0
26410-161,"부영벽산",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.8,68.2,61.2,44.9,62.3,62.9,60.3,63.2
26410-182,"일신크리스탈빌라",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,45.0,53.3,63.2,26.9,47.1,46.2,44.0,47.6
26410-1908,"명승명가",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.3,67.7,64.5,46.0,59.6,59.4,57.6,60.1
26410-200,"궁전쉐르빌",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.3,61.4,63.7,36.4,59.0,59.5,56.4,60.1
