aptSeq,name,sggCd,umdName,prodTotal,shadowTotal,prodTransport,shadowTransport
26320-48,"벽산강변타운",26320,화명동,56,55,70.53,70.22
26320-1640,"신화명리버뷰자이",26320,금곡동,44,44,31.37,31.37
26290-55,"유창1",26290,감만동,44,43,46.63,46.22
26320-63,"코오롱하늘채1차",26320,화명동,56,57,42.56,44.05
26320-1684,"어반펠리체",26320,구포동,64,65,70.89,71.98
26260-2119,"온천삼정그린코아더베스트",26260,온천동,64,64,61.32,61.98
26320-176,"동원로얄듀크",26320,화명동,55,55,39.35,40.56
26320-1621,"동원역삼정그린코아",26320,금곡동,49,49,60.82,60.82
26320-59,"화명현대",26320,화명동,65,64,59.37,58.37
26320-62,"코오롱하늘채2차",26320,화명동,62,62,51.66,51.21
26320-131,"도시화명그린(206)",26320,화명동,45,46,45.38,45.92
26320-1710,"해피투모로우",26320,구포동,54,54,64.96,66.66
26320-47,"도시화명그린(295)",26320,화명동,26,26,25.03,25.33
26320-156,"롯데",26320,덕천동,41,41,23.06,23.29
26320-40,"금곡화목타운",26320,금곡동,43,43,34.05,34.05
26320-1742,"리버파크반도유보라",26320,구포동,72,72,74.80,75.64
26320-30,"유림(1차)",26320,금곡동,42,42,50.14,50.14
26320-1745,"백양디이스트(2단지)",26320,만덕동,33,33,23.63,24.63
26320-126,"협성파크",26320,만덕동,47,47,38.38,38.43
26320-117,"만덕베르빌",26320,만덕동,45,46,70.41,71.13
26320-106,"그린코아",26320,만덕동,37,,33.63,
26320-113,"럭키",26320,만덕동,52,51,40.14,40.60
26320-29,"유림2차(1)",26320,금곡동,53,53,51.14,51.14
26320-4,"구포대성아파트",26320,구포동,47,48,46.37,48.45
26320-70,"덕천주공1",26320,덕천동,43,43,19.14,19.54
26320-1473,"상록한신휴플러스",26320,만덕동,29,29,5.00,5.00
26320-119,"만덕현대",26320,만덕동,58,58,57.80,58.30
26320-151,"화명뜨란채",26320,금곡동,56,56,40.76,40.76
26320-1729,"구포2차봄여름가을겨울",26320,구포동,66,66,74.44,75.31
26320-28,"협진태양",26320,구포동,60,61,72.65,74.17
26320-87,"아남프라자",26320,덕천동,60,60,64.22,63.57
26320-103,"성훈강변",26320,덕천동,34,34,32.52,32.51
26320-71,"덕천한라",26320,덕천동,41,41,24.63,25.23
26320-77,"부국2",26320,덕천동,53,53,50.05,49.41
26320-6,"대진",26320,구포동,61,62,54.09,55.64
26320-16,"삼경장미",26320,구포동,49,50,51.40,54.39
26320-145,"유림노르웨이숲",26320,만덕동,29,29,24.03,23.50
26320-116,"만덕대진",26320,만덕동,43,44,59.57,60.26
26320-31,"유림2차(2)",26320,금곡동,51,51,53.05,53.05
26320-123,"삼성",26320,만덕동,50,50,56.73,56.65
26320-1484,"구포유림노르웨이숲2차",26320,구포동,59,61,46.69,50.56
26320-136,"화명리버빌2차",26320,금곡동,57,57,61.37,61.37
26320-25,"태평양그린",26320,구포동,37,38,19.75,20.78
26320-35,"금곡6단지주공",26320,금곡동,55,55,58.50,58.50
26320-85,"승산벽산",26320,덕천동,46,47,58.71,59.32
26320-1642,"화명2차동원로얄듀크비스타",26320,화명동,55,55,69.98,70.52
26320-129,"도시화명그린(313)",26320,화명동,26,26,20.34,21.27
26320-1600,"율리역벽산블루밍1단지",26320,금곡동,64,64,65.57,65.57
26320-86,"신도",26320,덕천동,47,47,52.64,52.92
26320-1,"경원골든",26320,구포동,34,34,22.90,23.99
26320-94,"한성",26320,덕천동,43,43,43.57,41.69
26320-171,"삼현",26320,구포동,49,,48.60,
26320-1482,"성림누리아라",26320,구포동,55,55,65.49,66.52
26320-12,"벽산그린타운",26320,구포동,28,28,22.34,23.35
26320-23,"태경",26320,구포동,38,38,26.28,27.46
26320-51,"화명그린파크맨션",26320,화명동,55,55,59.78,60.05
26320-1613,"어반빌리지",26320,구포동,55,55,66.50,67.29
26320-169,"구포오바드빌",26320,구포동,55,55,49.04,49.48
26320-1543,"레지던스라움",26320,화명동,65,65,75.14,75.03
26320-1680,"구포봄여름가을겨울아파트",26320,구포동,57,57,53.53,54.28
26320-112,"동일",26320,만덕동,49,49,44.96,45.33
26320-95,"한성맨션1동~3동",26320,덕천동,44,44,60.93,59.92
26320-93,"청우파크맨션",26320,덕천동,52,51,48.24,46.87
26320-1509,"금정산센트럴포레",26320,만덕동,49,49,70.72,71.50
26320-1475,"대우이안",26320,금곡동,45,45,57.44,57.44
26320-5,"구포대우",26320,구포동,41,41,22.00,23.22
26320-188,"부영벽산파라빌",26320,덕천동,54,53,69.19,68.72
26320-52,"우신",26320,화명동,56,56,71.10,71.35
26320-84,"성우아파트",26320,덕천동,45,45,35.68,34.19
26320-121,"벽산라인훼미리",26320,만덕동,55,55,61.15,61.30
26320-24,"태평양",26320,구포동,27,27,28.30,29.78
26320-20,"에이스타운",26320,구포동,70,70,80.59,81.66
26320-1719,"파크블루9차",26320,구포동,64,,85.07,
26320-2228,"포레나부산덕천3차",26320,덕천동,42,,25.81,
26320-1741,"아덴펜트하우스",26320,화명동,57,,45.38,
26320-1747,"백양디이스트(4단지)",26320,만덕동,48,48,49.17,48.93
26320-132,"소호(8동)",26320,덕천동,50,49,46.23,44.50
26320-163,"낙원타워",26320,덕천동,57,56,55.22,53.42
26320-8,"구포동성가든타워",26320,구포동,57,58,40.89,43.84
26320-140,"부송빌라",26320,구포동,53,54,78.40,79.04
26320-1676,"지움포유",26320,구포동,55,56,49.98,52.34
26320-1722,"구포윤창비에이치타운",26320,구포동,55,56,47.98,50.69
26320-1666,"홍익빌레트",26320,덕천동,63,62,72.45,71.81
26320-1633,"비룡벨로스텔라",26320,구포동,56,57,55.70,57.67
26320-1712,"을숙도아침",26320,구포동,62,62,72.17,73.00
26320-142,"경일",26320,구포동,60,60,71.56,72.31
26320-14,"벽산그린필드2차",26320,구포동,34,35,19.19,20.52
26320-1622,"율리역벽산블루밍2단지",26320,금곡동,53,53,62.28,62.28
26320-10,"백양",26320,구포동,20,21,26.90,28.17
26320-104,"신촌맥스빌",26320,만덕동,62,62,68.18,68.20
26320-1749,"동주광명맨션나동",26320,덕천동,53,,42.03,
26320-141,"대주하이빌",26320,구포동,43,,41.62,
26320-58,"화명장원맨션",26320,화명동,39,39,48.11,48.71
26320-1462,"천양리버빌",26320,구포동,50,,61.54,
26320-1654,"동남뷰",26320,만덕동,58,,67.14,
26320-83,"삼화",26320,덕천동,46,,42.21,
26320-92,"진흥",26320,덕천동,53,,71.76,
26320-108,"덕화",26320,만덕동,51,50,74.76,75.10
26320-50,"새진흥맨션",26320,화명동,49,,69.57,
26320-78,"부국3",26320,덕천동,56,57,67.03,67.62
26320-1479,"해림아파트에이동",26320,화명동,52,,45.13,
26320-89,"일동파크맨션",26320,덕천동,31,31,35.44,34.03
26320-75,"무궁화(337-2)",26320,덕천동,44,44,46.22,46.18
26320-1744,"이음골든브릿지",26320,구포동,74,,73.52,
26290-39,"일신프리빌리지",26290,용호동,62,62,54.77,55.47
26290-1936,"문현동태영데시앙",26290,문현동,61,61,63.51,63.93
26290-1980,"오륙도에스케이뷰",26290,용호동,50,50,46.61,47.43
26290-61,"뉴서울",26290,우암동,41,41,29.23,29.23
26290-2749,"대연양우내안애퍼스트",26290,문현동,52,52,37.72,37.13
26290-2762,"대연삼정그린코아더베스트",26290,대연동,33,33,18.42,19.14
26290-279,"부산대연동푸르지오",26290,대연동,60,60,70.83,71.06
26290-2625,"대연롯데캐슬레전드1단지",26290,대연동,61,61,59.68,60.50
26290-31,"동산그린",26290,용호동,42,43,50.00,50.00
26320-182,"화목빌라(776-8)",26320,덕천동,44,39,33.88,32.45
26320-26,"한창데파트",26320,구포동,53,54,42.95,45.55
26320-1651,"프라임시티",26320,화명동,57,57,51.12,52.11
26290-2646,"베스티움",26290,문현동,59,59,51.94,51.80
26290-2643,"대연자이",26290,대연동,51,52,27.00,27.85
26290-238,"오륙도 뜨란채",26290,용호동,43,42,50.06,50.46
26290-12,"삼성",26290,대연동,48,49,26.07,27.62
26290-3241,"대연푸르지오클라센트1단지",26290,대연동,44,44,31.68,32.77
26290-45,"용당대광",26290,용당동,47,47,52.70,52.70
26290-79,"벽산기린",26290,문현동,45,45,43.14,41.92
26260-2266,"더샵동래",26260,온천동,58,58,58.13,58.10
26290-3238,"더비치푸르지오써밋",26290,대연동,56,57,44.28,44.33
26290-2572,"문현범양레우스",26290,문현동,48,48,42.42,41.34
26290-2315,"대연힐스테이트푸르지오",26290,대연동,60,60,49.63,49.94
26290-89,"장백장미타워1",26290,대연동,25,25,18.00,18.48
26290-2626,"대연롯데캐슬레전드2단지",26290,대연동,51,52,50.93,51.49
26290-3227,"데시앙해링턴플레이스파크시티",26290,용호동,52,52,46.96,47.43
26290-2316,"쌍용예가",26290,용호동,45,46,48.91,49.28
26290-17,"청구",26290,대연동,28,28,24.77,25.27
26290-58,"하얏트",26290,감만동,60,59,45.44,46.04
26290-25,"경동",26290,용호동,42,42,47.19,47.43
26290-2602,"더블유",26290,용호동,55,55,50.00,50.00
26290-48,"현대아이파크",26290,용당동,44,44,47.30,47.30
26290-2637,"대연파크푸르지오",26290,대연동,46,47,22.59,23.83
26290-60,"현대2",26290,감만동,37,37,52.36,52.34
26290-29,"동보빌라맨션",26290,용호동,45,45,50.29,50.59
26290-69,"자유1",26290,우암동,59,59,64.61,64.61
26290-81,"시티프라자",26290,문현동,44,43,32.19,31.30
26290-259,"동천맨션",26290,문현동,59,58,78.59,78.29
26290-1949,"문현이안",26290,문현동,64,64,75.27,75.53
26290-2777,"오션파라곤아파트",26290,문현동,22,22,8.86,8.28
26290-1885,"경동메르빌",26290,대연동,26,26,16.36,16.87
26290-274,"우암중앙하이츠아파트",26290,우암동,57,57,58.08,58.08
26290-1956,"대연동에스케이뷰",26290,대연동,44,45,35.33,36.79
26290-248,"금호천지맨션",26290,문현동,31,,26.75,
26290-2545,"강진융프라우2차",26290,문현동,71,,80.16,
26260-176,"삼성타운",26260,명장동,65,64,72.25,70.45
26290-1935,"한화꿈에그린",26290,문현동,59,58,70.42,70.97
26290-14,"삼익그린",26290,대연동,24,25,18.53,19.22
26290-73,"대림",26290,문현동,45,45,61.94,61.30
26290-2429,"대연롯데캐슬",26290,대연동,65,65,50.02,49.01
26290-2712,"문현경동리인아파트",26290,문현동,46,46,25.94,25.49
26290-3240,"힐스테이트대연센트럴",26290,대연동,56,56,54.46,54.00
26290-271,"아침햇살",26290,대연동,54,54,62.64,62.16
26290-33,"동일타운",26290,용호동,40,40,37.07,37.16
26290-35,"벽산화이트타워",26290,용호동,41,41,40.64,41.11
26290-20,"현대(1203-47)",26290,대연동,44,45,44.67,44.59
26290-53,"우암자유4",26290,감만동,60,60,48.82,48.56
26290-80,"삼성",26290,문현동,63,63,75.25,76.23
26290-32,"동원",26290,용호동,46,46,37.42,37.55
26290-93,"엘지메트로시티4-2(230~238)",26290,용호동,66,66,58.56,59.02
26290-94,"엘지메트로시티4-1(201-214)",26290,용호동,66,66,58.56,59.02
26290-96,"마로니에타운",26290,대연동,66,66,88.60,89.31
26290-2499,"대동레미안7",26290,대연동,62,62,64.28,64.19
26290-88,"문현삼성힐타워",26290,문현동,68,68,74.16,74.16
26290-2639,"아이홈대연",26290,대연동,63,64,71.38,72.22
26290-1926,"보람더하임",26290,문현동,66,66,80.83,80.78
26290-2632,"대연SKVIEWHills",26290,대연동,70,70,61.78,62.14
26290-27,"도시타워",26290,용호동,30,30,42.36,42.95
26290-5,"대우그린1",26290,대연동,29,30,21.04,21.70
26290-68,"일신보라",26290,우암동,56,56,36.03,36.03
26290-59,"감만현대1차",26290,감만동,46,46,47.64,47.30
26290-1916,"용호동일신님(林)Ⅱ",26290,용호동,52,52,42.70,43.35
26290-21,"대연극동StarClass",26290,대연동,40,40,39.14,40.17
26290-258,"성동",26290,문현동,48,48,56.11,55.36
26290-1947,"신대연코오롱하늘채",26290,용당동,66,66,41.90,41.90
26290-1942,"일동지에닌",26290,대연동,58,58,68.10,68.09
26290-47,"한신문화타운",26290,용당동,51,51,63.50,63.50
26290-1959,"GS하이츠자이",26290,용호동,68,68,62.47,62.71
26290-84,"한양",26290,문현동,46,46,30.17,29.62
26290-2563,"스카이빌리지2",26290,문현동,62,,56.16,
26290-2423,"벽산e-솔렌스힐",26290,대연동,55,56,62.44,64.00
26290-6,"대우그린2",26290,대연동,18,19,26.72,28.14
26290-2757,"이안오션파크W",26290,우암동,49,49,36.71,36.71
26290-15,"신원",26290,대연동,15,15,11.17,11.68
26290-1946,"롯데캐슬아인스",26290,용호동,43,43,39.37,39.79
26290-189,"지산로얄(1724-1)",26290,대연동,46,46,33.75,32.90
26290-97,"베르디하우스",26290,대연동,74,74,87.08,87.63
26290-211,"남산하이빌",26290,대연동,60,61,72.63,73.45
26290-2209,"더샵월드타워",26290,대연동,59,59,70.07,69.20
26290-213,"일신",26290,대연동,35,,45.48,
26290-2363,"더샵골드",26290,대연동,59,60,57.73,56.96
26290-86,"현대",26290,문현동,28,28,10.79,10.40
26290-1955,"삼한사랑채",26290,문현동,48,47,50.82,50.16
26290-278,"동원로얄듀크",26290,대연동,60,60,67.95,68.08
26290-1953,"유창그린2차",26290,감만동,39,39,50.34,50.18
26290-54,"우암자유5",26290,감만동,69,68,61.47,61.70
26290-72,"대도라이프타운",26290,문현동,34,34,32.99,32.30
26290-50,"국제",26290,감만동,73,72,60.13,59.90
26290-42,"협진태양",26290,용호동,36,37,41.79,42.30
26290-82,"우성맨션",26290,문현동,35,35,23.75,23.41
26290-70,"자유2",26290,우암동,46,46,32.43,32.43
26290-52,"우암자유3",26290,우암동,46,46,32.43,32.43
26290-26,"대광타워맨션",26290,용호동,46,46,50.00,50.00
26290-65,"석천",26290,우암동,33,33,28.38,28.38
26290-74,"대진",26290,문현동,46,46,55.39,54.27
26290-239,"신선맨션",26290,용당동,34,34,36.50,36.50
26290-2692,"푸르미르",26290,용호동,66,,57.18,
26290-57,"정원",26290,감만동,43,42,51.69,51.62
26290-1905,"동일스위트",26290,감만동,49,47,41.56,40.82
26290-3225,"감만우성스마트시티뷰",26290,감만동,48,47,50.00,50.00
26290-4,"대우",26290,대연동,36,37,17.75,19.00
26290-3234,"국제금융센터퀸즈W",26290,문현동,70,70,60.62,60.77
26290-83,"한맥현대",26290,문현동,36,37,30.84,30.91
26290-46,"용당창조",26290,용당동,52,52,58.10,58.10
26290-19,"한우맨션1동",26290,대연동,42,42,50.62,50.34
26290-247,"대원맨션",26290,문현동,34,34,26.73,26.34
26290-41,"현대비치",26290,용호동,63,63,51.67,52.30
26290-237,"(용호맨션)",26290,용호동,43,44,52.81,53.36
26290-1939,"세종그랑시아",26290,문현동,50,49,47.93,46.96
26290-2494,"스카이빌리지",26290,문현동,58,58,58.34,58.04
26290-67,"우암대진",26290,우암동,41,41,39.18,39.18
26290-2546,"한울시너스아파트",26290,감만동,55,55,48.48,48.56
26290-2503,"보해이브아파트",26290,대연동,60,60,59.10,60.17
26290-9,"마마(1781-66)",26290,대연동,50,50,63.78,63.65
26290-51,"삼일",26290,감만동,44,44,45.27,45.50
26290-28,"동방파크",26290,용호동,40,41,42.01,42.56
26290-134,"주원",26290,대연동,47,,52.34,
26290-75,"동양(302)",26290,문현동,48,48,52.34,52.48
26290-85,"문현해운맨션",26290,문현동,31,31,17.72,16.83
26290-253,"세영맨션",26290,문현동,45,45,39.36,39.34
26290-78,"문현파크",26290,문현동,24,24,29.00,28.92
26290-34,"미주",26290,용호동,52,52,50.00,50.00
26290-37,"신익타워",26290,용호동,35,35,43.74,44.27
26290-49,"감만현대3",26290,감만동,42,42,48.65,48.38
26290-309,"신일맨션",26290,용호동,38,38,44.20,45.06
26290-77,"문현",26290,문현동,46,46,54.75,54.24
26290-36,"삼성",26290,용호동,33,33,43.74,44.53
26290-62,"대승하이아트",26290,우암동,65,65,73.61,73.61
26290-105,"대연로얄",26290,대연동,68,,77.18,
26290-150,"도남하이츠",26290,대연동,48,49,43.45,43.30
26290-197,"삼원그린(1733-10)",26290,대연동,60,60,62.78,62.77
26290-218,"분포맨션",26290,용호동,48,49,54.08,54.68
26290-2261,"디어하임B",26290,대연동,52,52,53.71,53.86
26290-2685,"더샵시티",26290,대연동,60,59,62.13,60.76
26290-216,"부림1차",26290,대연동,41,,44.38,
26290-313,"태창맨션",26290,용호동,53,53,50.98,51.38
26290-275,"리버빌",26290,문현동,54,54,60.29,59.93
26290-2786,"정상리치스",26290,용호동,67,67,61.89,62.31
26290-265,"한림맨션",26290,감만동,53,52,55.74,55.94
26290-229,"목련5차",26290,용호동,45,46,48.74,49.21
26290-2,"대연그린(281-52)",26290,대연동,30,31,22.68,23.55
26290-71,"광원문현맨션",26290,문현동,38,,22.19,
26290-270,"삼화",26290,감만동,36,35,48.82,48.56
26290-87,"문현2차현대",26290,문현동,40,40,24.39,23.73
26290-43,"화신골든맨션",26290,용호동,38,38,50.00,50.00
26290-199,"보람빌라2차",26290,대연동,52,,55.08,
26290-1954,"대연동에스케이뷰201동",26290,대연동,67,,64.33,
26290-260,"보광맨션",26290,문현동,40,40,36.05,35.30
26290-64,"상경전원",26290,우암동,51,51,84.20,84.20
26290-202,"뉴금양타워빌",26290,대연동,75,,86.45,
26290-160,"대영(967-1)",26290,대연동,36,37,27.17,28.04
26290-192,"광이하이빌B동",26290,대연동,53,53,53.64,52.88
26290-191,"광이하이빌A동",26290,대연동,48,49,38.94,38.71
26290-272,"동경리치타운(1797-8)",26290,대연동,54,54,61.20,59.99
26290-215,"부림(1802-8)",26290,대연동,51,51,60.76,58.90
26290-114,"아침마을에이동",26290,대연동,47,47,32.62,33.23
26290-223,"동림빌라(B)",26290,용호동,52,52,50.00,50.00
26290-135,"대호(877-6)",26290,대연동,50,51,52.40,52.05
26290-227,"목련6차",26290,용호동,41,42,43.74,44.53
26290-2343,"대성문문현퀸즈더블유101",26290,문현동,56,56,52.69,52.61
26290-2682,"정상네이처빌5차",26290,용호동,54,54,53.85,54.41
26290-13,"삼성맨션",26290,대연동,41,,56.27,
26290-2399,"대성문문현2차퀸즈w",26290,문현동,53,53,53.12,52.67
26290-251,"양산맨션",26290,문현동,49,49,69.90,70.02
26290-156,"썬그린타워빌",26290,대연동,47,48,47.65,48.95
26290-2408,"대성문문현3차퀸즈W",26290,문현동,63,64,64.02,64.49
26290-196,"대륙빌라",26290,대연동,54,55,63.58,63.99
26290-168,"명성빌리지",26290,대연동,52,53,59.37,59.38
26290-152,"명성금강",26290,대연동,49,49,47.78,46.54
26290-63,"동일",26290,우암동,44,44,43.68,43.68
26290-181,"대동하이츠빌",26290,대연동,45,,47.03,
26290-208,"송원아트빌",26290,대연동,57,,62.66,
26290-323,"로얄맨션",26290,용호동,39,,44.08,
